Plot_ID;Latitude;Longitude;Elevation;Category7;Category10;AcousticDiversity;AcousticEveness;BioAcoustic;SoundscapeSaturation;EntropyOfVarianceSpectrum;AcousticComplexity;TemporalEntropy;EventsPerSecond;Aburria_aburri;Accipiter_bicolor;Amazilia_amabilis;Amazilia_franciae;Amazilia_rosenbergi;Amazilia_tzacatl;Amazona_autumnalis;Amazona_farinosa;Amblycercus_holosericeus;Ampelioides_tschudii;Anabacerthia_variegaticeps;Androdon_aequatorialis;Anthracothorax_nigricollis;Ara_ambiguus;Ara_severus;Aramides_wolfi;Arremon_aurantiirostris;Arremonops_conirostris;Neochelidon_tibialis;Attila_spadiceus;Attila_torridus;Aulacorhynchus_haematopygus;Automolus_ochrolaemus;Hyloctistes_subulatus;Baryphthengus_martii;Bubulcus_ibis;Buteo_brachyurus;Buteo_nitidus;Cacicus_cela;Cacicus_uropygialis;Campephilus_gayaquilensis;Campephilus_haematogaster;Camptostoma_obsoletum;Campylorhamphus_pusillus;Campylorhamphus_trochilirostris;Campylorhynchus_zonatus;Thryothorus_leucopogon;Thryothorus_nigricapillus;Capito_squamatus;Capsiempis_flaveola;Wilsonia_canadensis;Catharus_ustulatus;Celeus_loricatus;Cephalopterus_penduliger;Pipra_mentalis;Cercomacra_tyrannina;Chaetura_cinereiventris;Chaetura_spinicaudus;Chlorophanes_spiza;Chlorophonia_flavirostris;Chlorospingus_canigularis;Chlorospingus_flavigularis;Chlorospingus_flavovirens;Chlorothraupis_olivacea;Chlorothraupis_stolzmanni;Chondrohierax_uncinatus;Chrysothlypis_salmoni;Strix_nigrolineata;Strix_virgata;Claravis_pretiosa;Automolus_rubiginosus;Cnipodectes_subbrunneus;Coereba_flaveola;Colaptes_rubiginosus;Colonia_colonus;Columbina_buckleyi;Conopias_albovittatus;Contopus_cooperi;Contopus_sordidulus;Contopus_virens;Coragyps_atratus;Cranioleuca_erythrops;Crax_rubra;Crotophaga_ani;Leucopternis_plumbeus;Xenopipo_holochlora;Crypturellus_berlepschi;Crypturellus_soui;Cyanerpes_caeruleus;Cyanocompsa_cyanoides;Cymbilaimus_lineatus;Cyphorhinus_phaeocephalus;Dacnis_berlepschi;Dacnis_cayana;Dacnis_lineata;Dacnis_venusta;Damophila_julie;Dendrocincla_fuliginosa;Dendrocolaptes_sanctithomae;Dives_warszewiczi;Dryocopus_lineatus;Dysithamnus_mentalis;Dysithamnus_puncticeps;Elaenia_flavogaster;Elanoides_forficatus;Electron_platyrhynchum;Empidonax_alnorum;Empidonax_virescens;Epinecrophylla_fulviventris;Eubucco_bourcierii;Terenura_callinota;Euphonia_fulvicrissa;Euphonia_laniirostris;Euphonia_minuta;Euphonia_saturata;Euphonia_xanthogaster;Eutoxeres_aquila;Falco_rufigularis;Florisuga_mellivora;Fluvicola_nengeta;Formicarius_nigricapillus;Forpus_coelestis;Furnarius_leucopus;Galbula_ruficauda;Gallinula_chloropus;Geothlypis_semiflava;Geotrygon_montana;Geotrygon_saphirina;Geranospiza_caerulescens;Glaucidium_peruanum;Glaucis_aeneus;Glyphorynchus_spirurus;Grallaria_guatimalensis;Gymnopithys_leucaspis;Myrmeciza_immaculata;Harpagus_bidentatus;Heliodoxa_jacula;Heliomaster_longirostris;Heliothryx_barroti;Hemithraupis_guira;Henicorhina_leucosticta;Herpetotheres_cachinnans;Heterospingus_xanthopygius;Hylopezus_perspicillatus;Hylophylax_naevioides;Icterus_mesomelas;Ictinia_plumbea;Jacamerops_aureus;Laterallus_albigularis;Legatus_leucophaius;Lepidocolaptes_souleyetii;Lepidothrix_coronata;Leptodon_cayanensis;Leptopogon_superciliaris;Leptotila_pallida;Leptotila_verreauxi;Geotrygon_veraguensis;Leucopternis_semiplumbeus;Lipaugus_unirufus;Lophotriccus_pileatus;Malacoptila_panamensis;Manacus_manacus;Masius_chrysopterus;Megaceryle_torquata;Megarynchus_pitangua;Megascops_guatemalae;Melanerpes_pucherani;Micrastur_plumbeus;Micrastur_ruficollis;Micrastur_semitorquatus;Microbates_cinereiventris;Microcerculus_marginatus;Micromonacha_lanceolata;Microrhopias_quixensis;Mionectes_oleagineus;Mionectes_olivaceus;Mitrephanes_phaeocercus;Mitrospingus_cassinii;Molothrus_bonariensis;Momotus_momota;Leucopternis_princeps;Myiarchus_tuberculifer;Myiobius_atricaudus;Myiobius_sulphureipygius;Myiodynastes_maculatus;Myiopagis_caniceps;Myiopagis_subplacens;Myiopagis_viridicata;Myiophobus_fasciatus;Myiornis_atricapillus;Basileuterus_chrysogaster;Phaeothlypis_fulvicauda;Myiotriccus_ornatus;Myiozetetes_cayanensis;Myiozetetes_granadensis;Myiozetetes_similis;Myrmotherula_axillaris;Myrmotherula_ignota;Myrmotherula_pacifica;Myrmotherula_schisticolor;Neomorphus_radiolosus;Notharchus_hyperrhynchus;Notharchus_pectoralis;Notharchus_tectus;Nyctibius_griseus;Nyctidromus_albicollis;Nyctiphrynus_rosenbergi;Nystalus_radiatus;Odontophorus_erythrops;Odontorchilus_branickii;Ornithion_brunneicapillus;Ortalis_erythroptera;Pachyramphus_albogriseus;Pachyramphus_cinnamomeus;Pachyramphus_homochrous;Pachyramphus_spodiurus;Hylophilus_decurtatus;Panyptila_cayennensis;Passer_domesticus;Patagioenas_cayennensis;Patagioenas_goodsoni;Patagioenas_speciosa;Patagioenas_subvinacea;Penelope_ortoni;Penelope_purpurascens;Phaenostictus_mcleannani;Phaethornis_striigularis;Phaethornis_yaruqui;Phyllomyias_griseiceps;Piaya_cayana;Piculus_litae;Picumnus_olivaceus;Pionus_chalcopterus;Pionus_menstruus;Piranga_rubra;Pittasoma_rufopileatum;Platyrinchus_coronatus;Platyrinchus_mystaceus;Myrmeciza_exsul;Polioptila_plumbea;Polioptila_schistaceigula;Porphyrio_martinica;Premnoplex_brunnescens;Progne_chalybea;Psarocolius_wagleri;Aratinga_erythrogenys;Pteroglossus_torquatus;Pulsatrix_perspicillata;Pygochelidon_cyanoleuca;Pyrilia_pulchra;Pyrocephalus_rubinus;Pyrrhura_melanura;Querula_purpurata;Ramphastos_ambiguus;Ramphastos_brevis;Ramphocaenus_melanurus;Ramphocelus_flammigerus;Rhynchocyclus_pacificus;Rhynchortyx_cinctus;Rhytipterna_holerythra;Rostrhamus_sociabilis;Buteo_magnirostris;Saltator_atripennis;Saltator_grossus;Saltator_maximus;Sapayoa_aenigma;Schiffornis_turdina;Sclerurus_guatemalensis;Sclerurus_mexicanus;Scytalopus_chocoensis;Parula_pitiayumi;Myrmeciza_berlepschi;Myrmeciza_nigricauda;Sirystes_albogriseus;Sittasomus_griseicapillus;Carduelis_xanthogastra;Spizaetus_ornatus;Spizaetus_tyrannus;Oryzoborus_angolensis;Sporophila_corvina;Oryzoborus_crassirostris;Oryzoborus_funereus;Sporophila_nigricollis;Stelgidopteryx_ruficollis;Streptoprocne_zonaris;Synallaxis_brachyura;Tachyphonus_delatrii;Tachyphonus_luctuosus;Tachyphonus_rufus;Tangara_cyanicollis;Tangara_florida;Tangara_gyrola;Tangara_icterocephala;Tangara_johannae;Tangara_larvata;Tangara_lavinia;Tangara_palmeri;Tapera_naevia;Taraba_major;Terenotriccus_erythrurus;Tersina_viridis;Thalurania_colombica;Thamnistes_anabatinus;Thamnophilus_atrinucha;Thraupis_episcopus;Thraupis_palmarum;Threnetes_ruckeri;Tiaris_obscurus;Tiaris_olivaceus;Tinamus_major;Tityra_inquisitor;Tityra_semifasciata;Todirostrum_cinereum;Todirostrum_nigriceps;Tolmomyias_assimilis;Touit_dilectissimus;Troglodytes_aedon;Trogon_caligatus;Trogon_chionurus;Trogon_collaris;Trogon_comptus;Trogon_massena;Trogon_rufus;Hylophilus_ochraceiceps;Turdus_assimilis;Turdus_maculirostris;Turdus_obsoletus;Tyrannulus_elatus;Tyrannus_melancholicus;Tyrannus_niveigularis;Vanellus_chilensis;Veniliornis_callonotus;Veniliornis_kirkii;Vireo_olivaceus;Vireolanius_leucotis;Volatinia_jacarina;Xenerpestes_minlosi;Xenops_minutus;Xenops_rutilans;Xiphorhynchus_erythropygius;Xiphorhynchus_lachrymosus;Zimmerius_albigularis;Zimmerius_chrysops;Zonotrichia_capensis
OG11_old;0,488081;-79,218927;514;Oldgrowth;F_Old;5,259063104;0,396016643;157,421359;0,729945592;0,387105439;0,462085818;0,119718325;0,958736359;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;1;0;0;0;2;0;0;0;0;0;0;0;0;0;0;21;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;3;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;2;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;11;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;2;0;1;0;0;0;0;0;1;0;0;0;1;0;0;0;1;0;0;2;0;0;0;0;0;0;0;0;1;0;9;0;0;0;0;0;0;0;1;0;0;1;0;0;0;8;0;0;0;0;4;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;1;0;0;0;0;0;4;0;0;0;2;1;0;0;0;0;0;0;0;0;0;5;0;0;0;0;1;0;10;0;0
OG37;0,498206494;-79,1791925;550;Oldgrowth;F_Old;5,296239611;0,366910279;132,5352528;0,710800898;0,445898204;0,448714499;0,15132733;0,677675471;0;0;0;0;0;0;0;1;0;0;0;3;0;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;1;0;2;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;3;1;0;0;0;0;0;0;1;0;0;0;0;0;3;0;0;0;0;3;2;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;9;1;1;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0;6;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;3;0;1;0;0;0;0;0;2;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;1;0;2;0;0;0;0;0;0;0;0;0;0;0;0;2;0;7;0;0;0;0;0;1;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;1;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;7;0;0;0;0;0;0;0;0;0;2;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
OG38;0,513161989;-79,19323403;535;Oldgrowth;F_Old;5,304938353;0,362065888;154,276822;0,77902803;0,4837593;0,446315893;0,092894711;1,177083333;0;0;0;0;0;0;2;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;1;1;0;4;0;0;0;0;0;0;0;0;0;23;0;2;1;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;5;0;0;1;0;0;2;0;0;6;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;3;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;6;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;4;1;0;0;0;0;0;0;0;0;1;0;5;0;2;0;0;1;0;0;1;0;0;0;2;0;3;0;0;0;0;1;0;0;0;0;1;0;0;0;4;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;4;2;0;0;1;6;1;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;0;0;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;3;0;0
OG39;0,521560907;-79,19537184;576;Oldgrowth;F_Old;5,280976406;0,37602642;504,3141204;0,874036516;0,50018237;0,439897777;0,076780754;1,110267857;0;0;0;0;3;0;0;2;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;11;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;5;0;2;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;3;0;0;0;0;0;0;0;3;0;0;1;0;0;2;0;1;0;1;1;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;0;0;0;1;0;0;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;1;0;1;0;0;0;0;0;0;0;0;4;1;0;0;0;0;3;0;0;0;0;0;1;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;0;0;1;0;0;0;0;0;0;0;0;0;3;0;1;0;0;1;0;0;0;1;0;0;0;0;1;0;12;0;0;0;0;0;1;0;0;0;0;0;0;0;0;4;1;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;2;0;0;0;3;1;0;0;0;0;0;1;0;0;0;1;2;0;0;3;0;0;0;0;0;0;0;0;0;4;1;0;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;3;1;10;0;0
OG40;0,527762929;-79,1723843;531;Oldgrowth;F_Old;5,156335586;0,458524232;166,4813854;0,577218192;0,501852987;0,446479064;0,169636285;0,866356647;0;0;0;0;0;0;0;3;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;6;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;13;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;6;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;1;2;0;0;0;0;0;0;0;5;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;3;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;3;1;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;4;0;2;0;1;0;0;0;0;0;0;0;0;1;0;0;0;6;0;0;0;0;0;2;0;0;0;3;0;0;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;3;0;3;0;0;0;0;0;0;0;0;0;0;1;0;0;4;0;0;0;0;0;0;0;0;0;6;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;2;1;0;0
OG41;0,52989604;-79,18850798;389;Oldgrowth;F_Old;5,278762851;0,382898657;363,8393378;0,841602144;0,476571382;0,42812116;0,032542554;0,305180432;0;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;4;0;1;0;0;2;0;0;0;0;1;0;16;1;1;0;0;0;2;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;4;1;0;2;0;0;0;4;1;0;1;0;7;0;0;6;1;1;1;0;0;0;1;0;0;5;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;2;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;2;0;0;0;11;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;1;0;0;0;4;0;1;0;1;1;0;1;0;0;0;0;0;1;0;0;1;1;9;0;1;0;0;0;0;0;1;0;0;0;0;0;6;5;0;0;0;0;1;3;0;0;0;6;0;0;0;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;2;0;0;0;0;0;1;0;0;0;2;0;0;0;1;0;0;1;0;0;3;0;0;0;2;2;0;0;1;4;1;3;0;1;3;1;0;0;0;0;0;0;0;0;0;1;0;0;1;1;3;6;6;0;0
OG42;0,538493693;-79,17462629;374;Oldgrowth;F_Old;5,227881122;0,414358335;149,3915319;0,619945708;0,519090491;0,438306554;0,072025721;0,835193452;0;1;0;0;0;0;0;3;0;0;0;1;0;1;0;0;0;0;0;1;0;0;1;1;2;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;2;0;0;0;0;5;0;0;5;0;0;4;0;0;0;0;1;0;2;0;0;0;0;1;0;0;0;0;0;5;0;0;0;0;2;0;0;0;0;1;0;0;0;2;0;6;12;1;0;0;0;0;0;0;0;0;1;1;0;1;0;1;0;1;0;0;0;0;0;1;0;0;0;3;7;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;1;0;2;0;0;0;0;0;0;7;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;2;0;1;0;0;2;0;1;0;0;0;0;0;0;0;0;6;0;11;0;0;0;0;0;0;0;0;0;0;0;0;1;0;10;8;0;0;0;1;3;0;0;0;5;0;1;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;6;0;0;0;0;0;4;0;0;0;0;0;0;0;0;1;0;0;0;6;3;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;1;2;2;0;0
OG43;0,464510573;-79,2100058;238;Oldgrowth;F_Old;5,209086863;0,425945834;148,0904716;0,674185617;0,509635985;0,43941041;0,057023259;0,710503472;0;0;0;0;0;0;2;5;0;0;0;1;0;2;0;0;0;0;0;1;0;0;0;0;4;0;0;0;0;1;2;2;0;2;0;0;2;0;0;0;0;0;0;0;8;0;0;0;1;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;1;0;0;0;3;0;0;0;0;0;0;0;1;0;0;3;0;0;3;0;1;0;7;0;0;0;0;1;0;0;0;0;0;0;3;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;2;5;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;8;0;0;0;0;0;0;0;1;0;0;0;5;0;4;0;0;1;0;0;0;0;0;0;2;4;0;1;5;0;5;0;1;0;0;0;0;0;0;0;0;0;0;0;1;19;0;0;0;0;1;3;0;0;0;2;0;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;3;0;2;1;0;0;0;0;0;0;1;0;0;1;0;0;11;0;0;0;0;0;0;0;0;1;0;0;2;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;1;9;2;0;0
OG44;0,474365344;-79,19811012;339;Oldgrowth;F_Old;5,243415204;0,406287283;356,2961888;0,848234631;0,513064355;0,435052334;0,043621987;0,869391741;0;0;0;0;7;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;6;0;0;0;0;0;0;0;2;0;0;0;0;0;0;1;0;0;2;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0;1;2;0;0;0;3;0;0;1;0;0;0;0;0;0;0;0;1;3;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;5;1;0;0;0;0;0;0;5;0;1;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;4;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;2;0;0;0;0;0;0;0;1;0;0;0;4;0;1;0;1;2;0;0;0;0;0;0;0;1;0;0;1;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;1;0;0;0;1;1;0;0;0;5;1;1;4;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;2;3;0;0;0;0;1;0;0;0;0;1;0;0;10;0;0;0;0;2;0;0;0;1;0;1;0;2;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;2;0;0;0
OG45;0,477782981;-79,20370404;362;Oldgrowth;F_Old;5,298702873;0,373659561;135,7379173;0,767057873;0,475339904;0,443354351;0,058915975;0,832567584;0;0;0;0;0;0;0;1;0;1;0;0;0;2;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;3;0;0;0;0;0;0;7;0;0;0;0;0;0;0;3;0;0;0;1;0;0;0;0;0;9;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;4;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3;0;0;3;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;4;0;1;2;0;0;0;0;0;0;0;0;4;0;0;0;0;0;1;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;1;4;1;0;1;0;0;2;0;0;0;0;0;0;0;0;1;0;0;0;3;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;1;0;0;0;1;0;0;0;0;0;2;0;0;1;0;1;0;0;0;0;0;0;0;0;5;0;10;0;0;0;0;0;0;0;1;0;0;0;0;0;0;9;1;0;0;0;3;1;0;0;0;0;0;1;3;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;6;2;1;3;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;4;1;0;5;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;10;0;0
OG46;0,478052963;-79,19470296;260;Oldgrowth;F_Old;5,216489097;0,413901647;75,0630893;0,633507138;0,414911958;0,433836835;0,047714872;0,425914559;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;6;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
OG47;0,483218981;-79,21519504;450;Oldgrowth;F_Old;5,270878795;0,388267886;92,95323134;0,689740862;0,456037179;0,436519237;0,052235332;0,617447917;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;3;1;0;0;0;0;0;0;0;0;0;0;0;14;0;0;0;0;0;0;0;5;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;2;0;0;0;0;1;0;0;0;0;0;4;0;0;3;0;1;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;3;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;7;7;0;2;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;1;0;0;0;0;5;0;0;0;1;0;3;0;0;1;0;6;0;2;0;0;0;0;0;2;0;0;0;0;0;0;2;1;0;0;0;0;3;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;0;1;0;0;2;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;2;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;7;1;2;0;0
OG48;0,531208981;-79,14474397;299;Oldgrowth;F_Old;5,275542023;0,390609265;146,1718517;0,713017055;0,565418614;0,43219107;0,048228408;0,681358507;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;1;0;0;0;0;5;0;0;0;1;0;0;9;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;5;0;0;0;0;3;1;0;0;0;4;0;0;2;0;0;1;0;0;2;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;0;1;1;0;0;0;0;0;4;0;0;17;1;0;0;2;0;0;0;2;0;1;0;0;0;0;10;0;0;0;0;0;0;0;2;0;0;0;7;8;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2;0;0;0;0;3;0;0;1;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;2;1;2;0;0;0;0;1;4;0;0;0;0;13;0;0;0;0;0;0;0;0;0;0;0;0;2;0;5;0;0;0;0;2;1;0;0;0;1;0;0;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;4;0;0;1;0;0;0;2;1;1;0;0;0;0;2;0;0;0;0;0;0;0;7;0;0;0;0;0;0;0;0;3;1;0;1;1;0;2;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;2;3;0;0
