"","Latitude","Longitude","Elevation","Category7","Category10","AcousticDiversity","AcousticEveness","BioAcoustic","SoundscapeSaturation","EntropyOfVarianceSpectrum","AcousticComplexity","TemporalEntropy","EventsPerSecond","Aburria_aburri","Accipiter_bicolor","Amazilia_amabilis","Amazilia_franciae","Amazilia_rosenbergi","Amazilia_tzacatl","Amazona_autumnalis","Amazona_farinosa","Amblycercus_holosericeus","Ampelioides_tschudii","Anabacerthia_variegaticeps","Androdon_aequatorialis","Anthracothorax_nigricollis","Ara_ambiguus","Ara_severus","Aramides_wolfi","Arremon_aurantiirostris","Arremonops_conirostris","Neochelidon_tibialis","Attila_spadiceus","Attila_torridus","Aulacorhynchus_haematopygus","Automolus_ochrolaemus","Hyloctistes_subulatus","Baryphthengus_martii","Bubulcus_ibis","Buteo_brachyurus","Buteo_nitidus","Cacicus_cela","Cacicus_uropygialis","Campephilus_gayaquilensis","Campephilus_haematogaster","Camptostoma_obsoletum","Campylorhamphus_pusillus","Campylorhamphus_trochilirostris","Campylorhynchus_zonatus","Thryothorus_leucopogon","Thryothorus_nigricapillus","Capito_squamatus","Capsiempis_flaveola","Wilsonia_canadensis","Catharus_ustulatus","Celeus_loricatus","Cephalopterus_penduliger","Pipra_mentalis","Cercomacra_tyrannina","Chaetura_cinereiventris","Chaetura_spinicaudus","Chlorophanes_spiza","Chlorophonia_flavirostris","Chlorospingus_canigularis","Chlorospingus_flavigularis","Chlorospingus_flavovirens","Chlorothraupis_olivacea","Chlorothraupis_stolzmanni","Chondrohierax_uncinatus","Chrysothlypis_salmoni","Strix_nigrolineata","Strix_virgata","Claravis_pretiosa","Automolus_rubiginosus","Cnipodectes_subbrunneus","Coereba_flaveola","Colaptes_rubiginosus","Colonia_colonus","Columbina_buckleyi","Conopias_albovittatus","Contopus_cooperi","Contopus_sordidulus","Contopus_virens","Coragyps_atratus","Cranioleuca_erythrops","Crax_rubra","Crotophaga_ani","Leucopternis_plumbeus","Xenopipo_holochlora","Crypturellus_berlepschi","Crypturellus_soui","Cyanerpes_caeruleus","Cyanocompsa_cyanoides","Cymbilaimus_lineatus","Cyphorhinus_phaeocephalus","Dacnis_berlepschi","Dacnis_cayana","Dacnis_lineata","Dacnis_venusta","Damophila_julie","Dendrocincla_fuliginosa","Dendrocolaptes_sanctithomae","Dives_warszewiczi","Dryocopus_lineatus","Dysithamnus_mentalis","Dysithamnus_puncticeps","Elaenia_flavogaster","Elanoides_forficatus","Electron_platyrhynchum","Empidonax_alnorum","Empidonax_virescens","Epinecrophylla_fulviventris","Eubucco_bourcierii","Terenura_callinota","Euphonia_fulvicrissa","Euphonia_laniirostris","Euphonia_minuta","Euphonia_saturata","Euphonia_xanthogaster","Eutoxeres_aquila","Falco_rufigularis","Florisuga_mellivora","Fluvicola_nengeta","Formicarius_nigricapillus","Forpus_coelestis","Furnarius_leucopus","Galbula_ruficauda","Gallinula_chloropus","Geothlypis_semiflava","Geotrygon_montana","Geotrygon_saphirina","Geranospiza_caerulescens","Glaucidium_peruanum","Glaucis_aeneus","Glyphorynchus_spirurus","Grallaria_guatimalensis","Gymnopithys_leucaspis","Myrmeciza_immaculata","Harpagus_bidentatus","Heliodoxa_jacula","Heliomaster_longirostris","Heliothryx_barroti","Hemithraupis_guira","Henicorhina_leucosticta","Herpetotheres_cachinnans","Heterospingus_xanthopygius","Hylopezus_perspicillatus","Hylophylax_naevioides","Icterus_mesomelas","Ictinia_plumbea","Jacamerops_aureus","Laterallus_albigularis","Legatus_leucophaius","Lepidocolaptes_souleyetii","Lepidothrix_coronata","Leptodon_cayanensis","Leptopogon_superciliaris","Leptotila_pallida","Leptotila_verreauxi","Geotrygon_veraguensis","Leucopternis_semiplumbeus","Lipaugus_unirufus","Lophotriccus_pileatus","Malacoptila_panamensis","Manacus_manacus","Masius_chrysopterus","Megaceryle_torquata","Megarynchus_pitangua","Megascops_guatemalae","Melanerpes_pucherani","Micrastur_plumbeus","Micrastur_ruficollis","Micrastur_semitorquatus","Microbates_cinereiventris","Microcerculus_marginatus","Micromonacha_lanceolata","Microrhopias_quixensis","Mionectes_oleagineus","Mionectes_olivaceus","Mitrephanes_phaeocercus","Mitrospingus_cassinii","Molothrus_bonariensis","Momotus_momota","Leucopternis_princeps","Myiarchus_tuberculifer","Myiobius_atricaudus","Myiobius_sulphureipygius","Myiodynastes_maculatus","Myiopagis_caniceps","Myiopagis_subplacens","Myiopagis_viridicata","Myiophobus_fasciatus","Myiornis_atricapillus","Basileuterus_chrysogaster","Phaeothlypis_fulvicauda","Myiotriccus_ornatus","Myiozetetes_cayanensis","Myiozetetes_granadensis","Myiozetetes_similis","Myrmotherula_axillaris","Myrmotherula_ignota","Myrmotherula_pacifica","Myrmotherula_schisticolor","Neomorphus_radiolosus","Notharchus_hyperrhynchus","Notharchus_pectoralis","Notharchus_tectus","Nyctibius_griseus","Nyctidromus_albicollis","Nyctiphrynus_rosenbergi","Nystalus_radiatus","Odontophorus_erythrops","Odontorchilus_branickii","Ornithion_brunneicapillus","Ortalis_erythroptera","Pachyramphus_albogriseus","Pachyramphus_cinnamomeus","Pachyramphus_homochrous","Pachyramphus_spodiurus","Hylophilus_decurtatus","Panyptila_cayennensis","Passer_domesticus","Patagioenas_cayennensis","Patagioenas_goodsoni","Patagioenas_speciosa","Patagioenas_subvinacea","Penelope_ortoni","Penelope_purpurascens","Phaenostictus_mcleannani","Phaethornis_striigularis","Phaethornis_yaruqui","Phyllomyias_griseiceps","Piaya_cayana","Piculus_litae","Picumnus_olivaceus","Pionus_chalcopterus","Pionus_menstruus","Piranga_rubra","Pittasoma_rufopileatum","Platyrinchus_coronatus","Platyrinchus_mystaceus","Myrmeciza_exsul","Polioptila_plumbea","Polioptila_schistaceigula","Porphyrio_martinica","Premnoplex_brunnescens","Progne_chalybea","Psarocolius_wagleri","Aratinga_erythrogenys","Pteroglossus_torquatus","Pulsatrix_perspicillata","Pygochelidon_cyanoleuca","Pyrilia_pulchra","Pyrocephalus_rubinus","Pyrrhura_melanura","Querula_purpurata","Ramphastos_ambiguus","Ramphastos_brevis","Ramphocaenus_melanurus","Ramphocelus_flammigerus","Rhynchocyclus_pacificus","Rhynchortyx_cinctus","Rhytipterna_holerythra","Rostrhamus_sociabilis","Buteo_magnirostris","Saltator_atripennis","Saltator_grossus","Saltator_maximus","Sapayoa_aenigma","Schiffornis_turdina","Sclerurus_guatemalensis","Sclerurus_mexicanus","Scytalopus_chocoensis","Parula_pitiayumi","Myrmeciza_berlepschi","Myrmeciza_nigricauda","Sirystes_albogriseus","Sittasomus_griseicapillus","Carduelis_xanthogastra","Spizaetus_ornatus","Spizaetus_tyrannus","Oryzoborus_angolensis","Sporophila_corvina","Oryzoborus_crassirostris","Oryzoborus_funereus","Sporophila_nigricollis","Stelgidopteryx_ruficollis","Streptoprocne_zonaris","Synallaxis_brachyura","Tachyphonus_delatrii","Tachyphonus_luctuosus","Tachyphonus_rufus","Tangara_cyanicollis","Tangara_florida","Tangara_gyrola","Tangara_icterocephala","Tangara_johannae","Tangara_larvata","Tangara_lavinia","Tangara_palmeri","Tapera_naevia","Taraba_major","Terenotriccus_erythrurus","Tersina_viridis","Thalurania_colombica","Thamnistes_anabatinus","Thamnophilus_atrinucha","Thraupis_episcopus","Thraupis_palmarum","Threnetes_ruckeri","Tiaris_obscurus","Tiaris_olivaceus","Tinamus_major","Tityra_inquisitor","Tityra_semifasciata","Todirostrum_cinereum","Todirostrum_nigriceps","Tolmomyias_assimilis","Touit_dilectissimus","Troglodytes_aedon","Trogon_caligatus","Trogon_chionurus","Trogon_collaris","Trogon_comptus","Trogon_massena","Trogon_rufus","Hylophilus_ochraceiceps","Turdus_assimilis","Turdus_maculirostris","Turdus_obsoletus","Tyrannulus_elatus","Tyrannus_melancholicus","Tyrannus_niveigularis","Vanellus_chilensis","Veniliornis_callonotus","Veniliornis_kirkii","Vireo_olivaceus","Vireolanius_leucotis","Volatinia_jacarina","Xenerpestes_minlosi","Xenops_minutus","Xenops_rutilans","Xiphorhynchus_erythropygius","Xiphorhynchus_lachrymosus","Zimmerius_albigularis","Zimmerius_chrysops","Zonotrichia_capensis","Color","TD_q0_est_Axis1","TD_q0_est_Axis2","TD_q1_est_Axis1","TD_q1_est_Axis2","TD_q2_est_Axis1","TD_q2_est_Axis2","FD_q0_est_Axis1","FD_q0_est_Axis2","FD_q1_est_Axis1","FD_q1_est_Axis2","FD_q2_est_Axis1","FD_q2_est_Axis2","PD_q0_est_Axis1","PD_q0_est_Axis2","PD_q1_est_Axis1","PD_q1_est_Axis2","PD_q2_est_Axis1","PD_q2_est_Axis2"
"CAZ17",0.407272,-79.2509,163,"CA_M","A_Caca",5.227775793,0.407774247,466.1567818,0.813944499,0.43686099,0.485362045,0.097457261,1.557986111,0,0,0,0,0,12,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,3,1,0,1,0,0,1,1,17,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,0,0,2,0,0,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,1,0,2,0,0,5,0,0,0,7,0,1,0,1,0,0,0,0,10,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,4,6,8,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,4,0,0,0,0,13,2,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,0,1,2,1,0,0,2,3,0,0,0,0,0,3,0,0,0,2,0,0,0,1,4,0,0,0,0,0,0,0,15,0,0,0,0,5,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,3,0,1,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,11,0,0,1,19,0,0,0,0,0,0,0,0,4,0,4,14,0,1,0,0,0,0,3,0,0,0,1,0,3,0,0,"orange",-0.406548137217348,-0.0438725739184185,-0.42096153472748,-0.0156273633501029,-0.428882688077305,-0.00305758767531636,-0.0952156154487109,-0.0122835375256105,-0.15914082468936,-0.0821081904442423,-0.174539993488196,-0.0820823918348797,-0.272228732955283,-0.0198258654646654,0.401233898484684,0.112988310116919,-0.156834433962982,-0.00987898889178769
"CA59",0.557309976,-79.179868,350,"Cacao","F_Caca",5.099873868,0.488441302,406.7010513,0.716965448,0.447732428,0.47005889,0.070080333,1.265051463,0,0,1,1,0,8,0,2,0,0,0,0,0,1,0,0,0,0,1,8,0,0,0,0,1,0,0,1,0,1,1,0,11,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0,0,9,0,1,0,0,0,2,0,0,0,0,0,0,0,0,9,0,0,0,0,1,0,5,0,1,0,0,0,2,0,0,6,0,2,0,2,0,0,0,0,5,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,3,0,1,0,6,7,9,0,0,0,0,2,0,0,4,0,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,1,0,0,1,1,10,1,3,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,9,0,0,0,0,0,6,0,0,0,1,3,2,0,0,0,1,1,0,0,0,0,0,0,1,0,2,1,0,0,0,2,0,0,6,0,0,0,0,0,2,0,5,0,0,0,0,0,0,0,0,0,0,1,1,0,0,5,0,4,1,4,0,0,0,0,0,5,0,0,0,0,7,0,0,0,0,0,0,0,0,1,14,4,0,1,0,1,0,2,4,0,0,0,6,0,2,0,0,0,0,0,0,2,0,15,5,5,0,0,0,0,0,7,0,0,0,1,0,0,0,0,"yellow",-0.306381913246528,-0.0160630812162714,-0.327806141573064,-0.0115531261385987,-0.336669805119962,-0.00647937555410952,-0.073761178565551,-0.00777828696730823,-0.164059738434604,-0.0375007160611174,-0.187776699039836,-0.0417629784595687,-0.191323967335174,-0.00854758516216834,0.400450923633853,0.147579183455376,-0.188763689844725,-0.0189327041090988
"CA60",0.510266,-79.2272,440,"Cacao","F_Caca",5.238046935,0.409967067,341.049288,0.807146345,0.468299704,0.504418718,0.081823491,1.22109375,0,0,2,0,2,8,1,1,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,1,0,0,0,0,1,4,0,9,0,1,0,0,12,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,5,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3,0,1,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,1,1,0,0,0,0,5,0,0,0,0,0,0,0,1,0,0,0,13,0,5,0,0,4,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,1,0,0,0,1,0,4,0,0,0,1,0,3,0,0,4,1,3,0,0,0,1,8,2,0,0,0,0,0,0,0,0,3,0,0,0,0,7,2,0,9,0,0,0,0,1,0,3,6,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,3,2,6,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,0,1,0,0,1,4,2,1,0,0,3,1,0,6,0,0,0,11,1,0,0,1,0,0,0,0,1,0,5,7,0,0,0,0,0,2,2,0,0,0,0,0,5,0,0,"yellow",-0.183094954498681,0.0281477851745494,-0.189567155129207,0.0229073043616058,-0.186596384290307,0.0215934856150407,-0.0458504598895258,0.0148497856080633,-0.102898389334928,-0.0170327128162914,-0.11630174845067,-0.020494305524531,-0.0985780001142964,0.0336355888122516,0.154477474440146,0.299022621367355,-0.130293180843962,-7.70245358482706e-05
"CA61",0.534000993,-79.18769603,293,"Cacao","F_Caca",5.186626934,0.439231257,167.3254395,0.600571405,0.444795715,0.443745881,0.07661134,0.624091642,3,0,0,0,0,2,2,5,0,0,0,0,0,0,0,0,2,1,1,2,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,0,9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,3,0,0,0,9,1,0,0,0,0,0,0,0,4,2,1,5,0,1,5,2,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,2,0,3,0,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0,0,2,0,1,0,0,0,3,1,0,0,0,0,0,0,0,0,2,0,0,1,3,15,0,0,0,2,0,3,0,0,2,0,9,0,0,0,0,2,0,1,2,0,0,1,0,0,0,4,0,0,1,0,0,1,0,0,0,3,2,7,0,1,0,1,7,0,0,0,0,0,0,0,0,2,7,0,1,0,0,3,0,0,6,1,0,1,2,0,8,0,2,0,0,1,1,1,0,0,2,12,1,0,0,0,5,1,0,0,0,0,0,0,1,0,3,0,0,0,1,8,0,0,23,0,3,0,0,0,1,1,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,3,2,0,0,0,2,1,0,2,1,0,3,0,0,3,7,5,4,0,0,1,0,0,3,1,0,0,7,5,1,0,2,0,0,0,0,3,0,10,2,0,0,0,2,1,0,0,0,1,0,0,3,5,0,0,"yellow",-0.153695789468982,0.0696974697357168,-0.17229045412987,0.0704172848416164,-0.193328974661903,0.0825082140093623,-0.0356643827010805,0.0138450417016075,-0.161491431938961,0.0258330783089757,-0.204368110566297,0.0145209543861355,-0.0897409352873412,0.0768986569496986,0.269028386464945,0.205369802338663,-0.205226736302776,0.0257714383117365
"CA62",0.511048995,-79.212168,372,"Cacao","F_Caca",5.150530162,0.461055468,150.3710391,0.594220843,0.496989101,0.442722132,0.109876027,1.432955109,0,0,0,0,1,2,0,2,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,2,0,0,4,0,1,0,0,5,0,0,0,0,0,0,0,8,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,3,0,0,0,0,0,0,0,0,10,2,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,1,0,0,5,0,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,1,0,0,0,2,4,0,0,0,1,0,2,0,0,4,0,4,0,0,0,1,3,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,1,1,0,0,0,9,1,4,0,0,9,0,0,0,0,0,0,3,0,0,0,0,4,0,0,2,1,0,8,0,0,0,9,0,9,0,0,0,0,3,1,0,0,1,0,0,1,0,0,2,2,6,0,0,0,0,0,0,0,0,11,0,0,6,0,3,1,0,27,0,0,0,0,0,0,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,3,0,1,0,0,3,0,0,0,0,0,1,0,0,0,12,9,0,0,0,0,0,0,5,2,1,0,3,0,1,0,1,0,0,0,0,5,0,5,13,4,0,0,3,1,0,2,0,0,0,0,0,1,0,0,"yellow",-0.223901245592527,0.0306813576265476,-0.238851564551072,0.0378991091792786,-0.264233814825505,0.0530140903491124,-0.0538266940469533,0.0141193354995493,-0.156838891467998,-0.00659234790335361,-0.190560820592513,-0.0143513564870856,-0.142535456920879,0.0291702462359213,0.311673817887796,0.217881118050306,-0.18526668101921,0.0117409895454977
"CA63",0.544072017,-79.14537496,240,"Cacao","F_Caca",5.168242985,0.445852399,135.8824312,0.569241478,0.438832349,0.439515553,0.102534624,0.962441096,0,0,0,0,1,1,0,3,0,0,0,0,0,0,0,0,3,0,0,7,0,0,0,0,6,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,14,0,0,0,0,0,0,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,4,0,0,2,0,1,2,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,0,6,0,1,0,0,1,0,3,0,0,0,4,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,4,0,0,0,2,0,1,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,2,0,1,0,0,1,0,0,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,1,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,"yellow",0.0310732530610372,0.123629428288205,0.0388417859998617,0.126889850355457,0.0572919070068461,0.0235476472900435,0.0164182068325347,0.0178296529153391,0.0240044699147095,0.0132850754260527,0.030704483916357,0.0162909792139337,0.0282207545290971,0.0516401407270477,-0.181961243147369,0.0645843286502176,0.0490602208970671,-0.0264287822586317
"CA64",0.543443961,-79.15454602,256,"Cacao","F_Caca",5.186983454,0.446029293,196.9388703,0.62528919,0.401341359,0.46271404,0.123657123,0.979123264,0,0,0,0,3,1,2,1,0,0,0,0,0,0,0,0,0,0,10,6,0,0,0,0,4,0,0,1,0,3,1,0,8,0,1,3,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,5,0,0,0,0,0,2,1,0,0,0,4,0,0,0,12,1,0,0,0,0,2,3,1,0,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,6,0,4,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,1,0,0,0,2,0,1,0,0,0,0,0,0,8,0,6,0,0,3,0,4,0,0,0,0,4,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,26,1,2,0,0,8,0,0,0,0,0,0,0,0,0,8,0,0,1,0,2,0,0,2,0,0,0,0,0,4,0,0,0,0,3,10,0,0,3,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7,0,0,0,0,17,0,0,27,0,2,0,1,0,0,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,7,0,0,0,0,0,5,0,0,0,0,13,2,3,0,0,0,0,0,0,1,13,5,0,0,0,1,0,0,13,0,1,0,3,0,0,0,0,0,0,0,0,3,0,22,1,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,"yellow",-0.238267938871443,0.082478674227969,-0.264237914412019,0.0815172437637245,-0.285628838669116,0.108206757942467,-0.054268630148197,0.0392454962415176,-0.200807145008404,0.0271266025981127,-0.252835279100184,0.00426787658648968,-0.151260756142591,0.0832962946812088,0.39792417078196,0.125241799683792,-0.239841845507911,0.011861249744192
"OGZ04",0.409508,-79.253342,160,"OG_M","A_Old",5.154506652,0.466715695,370.6441043,0.729602632,0.433870283,0.440084064,0.038960588,0.957130456,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,5,0,0,1,0,1,2,1,0,0,0,0,2,3,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,3,0,1,1,0,0,0,1,1,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,5,0,1,0,2,0,0,0,0,0,1,0,0,0,0,3,1,7,3,0,0,0,0,0,0,2,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,1,0,0,0,1,0,0,7,6,0,0,0,15,0,4,0,0,8,1,4,0,0,6,0,4,0,1,0,4,0,1,0,9,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,6,1,5,4,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,2,1,1,0,0,1,0,1,0,1,0,0,0,0,1,3,0,0,0,7,0,0,0,0,4,1,3,10,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2,1,0,3,0,1,0,0,1,1,1,0,0,0,0,1,0,0,6,2,1,0,0,0,0,1,1,0,1,0,2,1,0,0,0,0,0,0,0,8,1,0,4,0,0,0,1,2,1,1,0,1,1,0,0,0,0,0,"sienna",-0.090416732760743,-0.0364946593424863,-0.127324705426967,-0.0516136243192208,-0.154269919970821,-0.0810691212874417,-0.0139430391211966,-0.00964336808245219,-0.08436898548353,-0.00134322886852842,-0.111559416007724,0.00444492656975114,-0.063344549017433,-0.0332484041165044,0.112097365633329,0.279548300418939,-0.120511151687177,0.00399122696338337
"OGZ09",0.395029,-79.25339,170,"OG_M","A_Old",5.212150501,0.431237732,244.5543288,0.633533296,0.479267394,0.431166862,0.028804686,0.752759177,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,8,3,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,5,0,0,0,3,2,2,0,0,2,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,0,0,4,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,"sienna",-0.0955217404824596,-0.170974559724457,-0.10389946760836,-0.192073175100138,-0.122486644616161,-0.223098375865558,-0.00704116016896931,-0.0359441521052883,0.0893046539743404,-0.0866066520622723,0.132926576051004,-0.0916986336730098,-0.0608216929731776,-0.13445472664627,-0.0548023184813787,-0.101996875835138,0.129242274254903,-0.035410758675052
"OGZ10",0.433639,-79.235779,165,"OG_M","A_Old",5.198501186,0.43580552,357.0446583,0.776749384,0.453501523,0.43775491,0.041873139,0.755719866,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,9,0,0,0,0,0,0,0,2,1,0,0,1,0,1,0,0,0,1,0,1,0,0,2,0,0,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,4,0,0,0,4,2,4,2,1,0,0,0,1,0,0,3,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,7,1,2,0,0,12,0,7,0,0,1,0,0,0,1,0,3,3,0,3,2,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,1,2,0,0,0,0,0,5,0,0,0,1,0,1,0,0,0,0,12,1,0,0,1,0,1,2,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,1,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,2,0,0,0,1,0,1,0,2,0,0,0,1,0,0,0,5,0,0,2,0,0,1,0,0,1,2,1,1,0,0,1,0,1,0,0,0,0,2,0,0,1,0,0,0,1,0,0,0,0,1,1,1,2,1,0,0,"sienna",0.051378069926384,0.00132374209602099,0.06403848623119,-0.0162652761644082,0.0622956017967961,-0.0546632865283811,0.00605334615701518,-0.00310753594024295,0.00104535722243702,0.0147936915401779,-0.00570478768024639,0.0216153782150088,0.0306741887985553,0.000936255630945978,-0.287403740658687,0.258737568098457,-0.0151994027641328,0.000696899324978485
